city,city_ascii,lat,lng,country,iso3,population
Tokyo,Tokyo,35.6839,139.7744,Japan,JPN,39105000
Jakarta,Jakarta,-6.2146,106.8451,Indonesia,IDN,35362000
Delhi,Delhi,28.6667,77.2167,India,IND,31870000
Manila,Manila,14.6000,120.9833,Philippines,PHL,23971000
São Paulo,Sao Paulo,-23.5504,-46.6339,Brazil,BRA,22495000
Seoul,Seoul,37.5600,126.9900,South Korea,KOR,22394000
Mumbai,Mumbai,19.0758,72.8775,India,IND,22186000
Shanghai,Shanghai,31.1667,121.4667,China,CHN,22118000
Mexico City,Mexico City,19.4333,-99.1333,Mexico,MEX,21505000
Guangzhou,Guangzhou,23.1288,113.2590,China,CHN,21489000
Cairo,Cairo,30.0444,31.2358,Egypt,EGY,19787000
Beijing,Beijing,39.9040,116.4075,China,CHN,19437000
New York,New York,40.6943,-73.9249,United States,USA,18713220
Kolkāta,Kolkata,22.5727,88.3639,India,IND,18698000
Moscow,Moscow,55.7558,37.6178,Russia,RUS,17693000
Bangkok,Bangkok,13.7500,100.5167,Thailand,THA,17573000
Dhaka,Dhaka,23.7289,90.3944,Bangladesh,BGD,16839000
Buenos Aires,Buenos Aires,-34.5997,-58.3819,Argentina,ARG,16216000
Ōsaka,Osaka,34.7520,135.4582,Japan,JPN,15490000
Lagos,Lagos,6.4500,3.4000,Nigeria,NGA,15487000
Istanbul,Istanbul,41.0100,28.9603,Turkey,TUR,15311000
Karachi,Karachi,24.8600,67.0100,Pakistan,PAK,15292000
Kinshasa,Kinshasa,-4.3317,15.3139,Congo (Kinshasa),COD,15056000
Shenzhen,Shenzhen,22.5350,114.0540,China,CHN,14678000
Bangalore,Bangalore,12.9791,77.5913,India,IND,13999000
Ho Chi Minh City,Ho Chi Minh City,10.8167,106.6333,Vietnam,VNM,13954000
Tehran,Tehran,35.7000,51.4167,Iran,IRN,13819000
Los Angeles,Los Angeles,34.1139,-118.4068,United States,USA,12750807
Rio de Janeiro,Rio de Janeiro,-22.9083,-43.1964,Brazil,BRA,12486000
Chengdu,Chengdu,30.6600,104.0633,China,CHN,11920000
Baoding,Baoding,38.8671,115.4845,China,CHN,11860000
Chennai,Chennai,13.0825,80.2750,India,IND,11564000
Lahore,Lahore,31.5497,74.3436,Pakistan,PAK,11148000
London,London,51.5072,-0.1275,United Kingdom,GBR,11120000
Paris,Paris,48.8566,2.3522,France,FRA,11027000
Tianjin,Tianjin,39.1467,117.2056,China,CHN,10932000
Linyi,Linyi,35.0606,118.3425,China,CHN,10820000
Shijiazhuang,Shijiazhuang,38.0422,114.5086,China,CHN,10784600
Zhengzhou,Zhengzhou,34.7492,113.6605,China,CHN,10136000
Nanyang,Nanyang,32.9987,112.5292,China,CHN,10013600
Hyderābād,Hyderabad,17.3617,78.4747,India,IND,9840000
Wuhan,Wuhan,30.5872,114.2881,China,CHN,9729000
Handan,Handan,36.6116,114.4894,China,CHN,9549700
Nagoya,Nagoya,35.1167,136.9333,Japan,JPN,9522000
Weifang,Weifang,36.7167,119.1000,China,CHN,9373000
Lima,Lima,-12.0600,-77.0375,Peru,PER,8992000
Zhoukou,Zhoukou,33.6250,114.6418,China,CHN,8953172
Luanda,Luanda,-8.8383,13.2344,Angola,AGO,8883000
Ganzhou,Ganzhou,25.8292,114.9336,China,CHN,8677600
Tongshan,Tongshan,34.2610,117.1859,China,CHN,8669000
Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,Malaysia,MYS,8639000
Chicago,Chicago,41.8373,-87.6862,United States,USA,8604203
Heze,Heze,35.2333,115.4333,China,CHN,8287693
Chongqing,Chongqing,29.5500,106.5069,China,CHN,8261000
Hanoi,Hanoi,21.0245,105.8412,Vietnam,VNM,8246600
Fuyang,Fuyang,32.8986,115.8045,China,CHN,8200264
Changsha,Changsha,28.1987,112.9709,China,CHN,8154700
Dongguan,Dongguan,23.0475,113.7493,China,CHN,8142000
Jining,Jining,35.4000,116.5667,China,CHN,8081905
Jinan,Jinan,36.6667,116.9833,China,CHN,7967400
Pune,Pune,18.5196,73.8553,India,IND,7948000
Foshan,Foshan,23.0292,113.1056,China,CHN,7905700
Bogotá,Bogota,4.6126,-74.0705,Colombia,COL,7743955
Nanjing,Nanjing,32.0500,118.7667,China,CHN,7729000
Ahmedabad,Ahmedabad,23.0300,72.5800,India,IND,7717000
Changchun,Changchun,43.9000,125.2000,China,CHN,7674439
Tangshan,Tangshan,39.6292,118.1742,China,CHN,7577289
Cangzhou,Cangzhou,38.3037,116.8452,China,CHN,7544300
Dar es Salaam,Dar es Salaam,-6.8000,39.2833,Tanzania,TZA,7461000
Hefei,Hefei,31.8639,117.2808,China,CHN,7457027
Hong Kong,Hong Kong,22.3069,114.1831,Hong Kong,HKG,7398000
Shaoyang,Shaoyang,27.2418,111.4725,China,CHN,7370500
Zhanjiang,Zhanjiang,21.1967,110.4031,China,CHN,7332000
Shangqiu,Shangqiu,34.4259,115.6467,China,CHN,7325300
Nantong,Nantong,31.9829,120.8873,China,CHN,7283622
Yancheng,Yancheng,33.3936,120.1339,China,CHN,7260240
Nanning,Nanning,22.8192,108.3150,China,CHN,7254100
Hengyang,Hengyang,26.8968,112.5857,China,CHN,7243400
Zhumadian,Zhumadian,32.9773,114.0253,China,CHN,7231234
Shenyang,Shenyang,41.8039,123.4258,China,CHN,7208000
Xingtai,Xingtai,37.0659,114.4753,China,CHN,7104103
Xi’an,Xi'an,34.2667,108.9000,China,CHN,7090000
Santiago,Santiago,-33.4500,-70.6667,Chile,CHL,7026000
Yantai,Yantai,37.3997,121.2664,China,CHN,6968202
Riyadh,Riyadh,24.6500,46.7100,Saudi Arabia,SAU,6889000
Luoyang,Luoyang,34.6587,112.4245,China,CHN,6888500
Kunming,Kunming,25.0433,102.7061,China,CHN,6850000
Shangrao,Shangrao,28.4419,117.9633,China,CHN,6810700
Hangzhou,Hangzhou,30.2500,120.1675,China,CHN,6713000
Bijie,Bijie,27.3019,105.2863,China,CHN,6686100
Quanzhou,Quanzhou,24.9139,118.5858,China,CHN,6480000
Miami,Miami,25.7839,-80.2102,United States,USA,6445545
Wuxi,Wuxi,31.5667,120.2833,China,CHN,6372624
Huanggang,Huanggang,30.4500,114.8750,China,CHN,6333000
Maoming,Maoming,21.6618,110.9178,China,CHN,6313200
Nanchong,Nanchong,30.7991,106.0784,China,CHN,6278614
Zunyi,Zunyi,27.7050,106.9336,China,CHN,6270700
Qujing,Qujing,25.5102,103.8029,China,CHN,6155400
Xinyang,Xinyang,32.1264,114.0672,China,CHN,6109106
Baghdad,Baghdad,33.3500,44.4167,Iraq,IRQ,6107000
Jieyang,Jieyang,23.5533,116.3649,China,CHN,6089400
Khartoum,Khartoum,15.6031,32.5265,Sudan,SDN,6017000
Madrid,Madrid,40.4167,-3.7167,Spain,ESP,6006000
Allahābād,Allahabad,25.4500,81.8500,India,IND,5954391
Yulin,Yulin,22.6293,110.1507,China,CHN,5849700
Changde,Changde,29.0397,111.6839,China,CHN,5827200
Liaocheng,Liaocheng,36.4500,115.9833,China,CHN,5789863
Qingdao,Qingdao,36.1167,120.4000,China,CHN,5775000
Dallas,Dallas,32.7936,-96.7662,United States,USA,5743938
Nangandao,Nangandao,35.2992,113.8851,China,CHN,5708191
Xiangyang,Xiangyang,32.0654,112.1531,China,CHN,5680000
Philadelphia,Philadelphia,40.0077,-75.1339,United States,USA,5649300
Lu’an,Lu'an,31.7542,116.5078,China,CHN,5611701
Giza,Giza,29.9870,31.2118,Egypt,EGY,5598402
Zhaotong,Zhaotong,27.3328,103.7144,China,CHN,5591000
Yichun,Yichun,27.8041,114.3830,China,CHN,5573200
Dezhou,Dezhou,37.4513,116.3105,China,CHN,5568235
Nanchang,Nanchang,28.6842,115.8872,China,CHN,5545500
Nairobi,Nairobi,-1.2864,36.8172,Kenya,KEN,5545000
Tai’an,Tai'an,36.2001,117.0809,China,CHN,5494207
Dazhou,Dazhou,31.2152,107.4947,China,CHN,5468097
Houston,Houston,29.7863,-95.3889,United States,USA,5464251
Yongzhou,Yongzhou,26.4515,111.5953,China,CHN,5452100
Atlanta,Atlanta,33.7627,-84.4224,United States,USA,5449398
Guadalajara,Guadalajara,20.6767,-103.3475,Mexico,MEX,5437000
Rangoon,Rangoon,16.7950,96.1600,Myanmar,MMR,5430000
Toronto,Toronto,43.7417,-79.3733,Canada,CAN,5429524
Suihua,Suihua,46.6384,126.9808,China,CHN,5418153
Saint Petersburg,Saint Petersburg,59.9500,30.3167,Russia,RUS,5384342
Washington,Washington,38.9047,-77.0163,United States,USA,5379184
Qiqihar,Qiqihar,47.3398,123.9512,China,CHN,5367003
Suzhou,Suzhou,33.6333,116.9683,China,CHN,5352924
Shantou,Shantou,23.3735,116.6941,China,CHN,5319028
Weinan,Weinan,34.4996,109.4684,China,CHN,5286077
Changzhou,Changzhou,31.8122,119.9692,China,CHN,5278121
Singapore,Singapore,1.3000,103.8000,Singapore,SGP,5271000
Fuzhou,Fuzhou,26.0769,119.2917,China,CHN,5245000
Pudong,Pudong,31.2231,121.5397,China,CHN,5187200
Belo Horizonte,Belo Horizonte,-19.9281,-43.9419,Brazil,BRA,5159000
Zhangzhou,Zhangzhou,24.5093,117.6612,China,CHN,5140000
Yuncheng,Yuncheng,35.0304,110.9980,China,CHN,5134779
Suzhou,Suzhou,31.3040,120.6164,China,CHN,5103000
Xianyang,Xianyang,34.3500,108.7167,China,CHN,5096001
Guilin,Guilin,25.2667,110.2833,China,CHN,5085500
Taizhou,Taizhou,32.4831,119.9000,China,CHN,5031000
Abidjan,Abidjan,5.3364,-4.0267,Côte d'Ivoire,CIV,4980000
Huaihua,Huaihua,27.5494,109.9592,China,CHN,4979600
Ji’an,Ji'an,27.1172,114.9793,China,CHN,4956600
Xiaoganzhan,Xiaoganzhan,30.9273,113.9110,China,CHN,4921000
Pingdingshan,Pingdingshan,33.7350,113.2999,China,CHN,4904701
Jiujiang,Jiujiang,29.7048,116.0021,China,CHN,4896800
Guiyang,Guiyang,26.5794,106.7078,China,CHN,4881900
Sūrat,Surat,21.1700,72.8300,India,IND,4875000
Alexandria,Alexandria,31.2000,29.9167,Egypt,EGY,4870000
Bozhou,Bozhou,33.8626,115.7742,China,CHN,4850657
Sydney,Sydney,-33.8650,151.2094,Australia,AUS,4840600
Huizhou,Huizhou,23.1115,114.4152,China,CHN,4830000
Huai’an,Huai'an,33.5000,119.1331,China,CHN,4799889
Chenzhou,Chenzhou,25.7989,113.0267,China,CHN,4744500
Barcelona,Barcelona,41.3825,2.1769,Spain,ESP,4735000
Anqing,Anqing,30.5000,117.0333,China,CHN,4723000
Suqian,Suqian,33.9331,118.2831,China,CHN,4719178
Boston,Boston,42.3188,-71.0846,United States,USA,4688346
Jiangmen,Jiangmen,22.5833,113.0833,China,CHN,4630300
Mianyang,Mianyang,31.4669,104.7385,China,CHN,4613862
Harbin,Harbin,45.7500,126.6333,China,CHN,4583000
Huanglongsi,Huanglongsi,34.7936,114.3403,China,CHN,4564900
Zibo,Zibo,36.7831,118.0497,China,CHN,4530597
Melbourne,Melbourne,-37.8136,144.9631,Australia,AUS,4529500
Dalian,Dalian,38.9000,121.6000,China,CHN,4480000
Hengshui,Hengshui,37.7348,115.6860,China,CHN,4472000
Yibin,Yibin,28.7596,104.6400,China,CHN,4471896
Yangzhou,Yangzhou,32.3912,119.4363,China,CHN,4459760
Timbío,Timbio,2.3528,-76.6819,Colombia,COL,4444444
Johannesburg,Johannesburg,-26.2044,28.0416,South Africa,ZAF,4434827
Yiyang,Yiyang,28.5833,112.3333,China,CHN,4413800
Guigang,Guigang,23.0961,109.6092,China,CHN,4409200
Xinpu,Xinpu,34.5906,119.1801,China,CHN,4393482
Meizhou,Meizhou,24.2998,116.1191,China,CHN,4378800
Casablanca,Casablanca,33.5992,-7.6200,Morocco,MAR,4370000
Langfang,Langfang,39.5196,116.7006,China,CHN,4358839
Zhangjiakou,Zhangjiakou,40.8108,114.8811,China,CHN,4345485
Chifeng,Chifeng,42.2663,118.9223,China,CHN,4341245
Linfen,Linfen,36.0812,111.5087,China,CHN,4316610
Jiangguanchi,Jiangguanchi,34.0244,113.8201,China,CHN,4307488
Kabul,Kabul,34.5328,69.1658,Afghanistan,AFG,4273156
Phoenix,Phoenix,33.5722,-112.0891,United States,USA,4219697
Luzhou,Luzhou,28.8918,105.4409,China,CHN,4218427
Taiyuan,Taiyuan,37.8733,112.5425,China,CHN,4201592
Zhaoqing,Zhaoqing,23.0500,112.4667,China,CHN,4151700
Xiaoxita,Xiaoxita,30.7083,111.2803,China,CHN,4137900
Xiamen,Xiamen,24.4797,118.0819,China,CHN,4110000
Fuzhou,Fuzhou,27.9814,116.3577,China,CHN,4047200
Liuzhou,Liuzhou,24.3264,109.4281,China,CHN,4041700
Zhuzhou,Zhuzhou,27.8407,113.1469,China,CHN,4020800
Amman,Amman,31.9500,35.9333,Jordan,JOR,4007526
Jeddah,Jeddah,21.5428,39.1728,Saudi Arabia,SAU,3976000
Chuzhou,Chuzhou,32.3062,118.3115,China,CHN,3937868
Loudi,Loudi,27.7378,111.9974,China,CHN,3931800
Deyang,Deyang,31.1289,104.3950,China,CHN,3877000
Qingyuan,Qingyuan,23.6842,113.0507,China,CHN,3874000
Kano,Kano,12.0000,8.5167,Nigeria,NGA,3848885
Wuhu,Wuhu,31.3340,118.3622,China,CHN,3842100
Seattle,Seattle,47.6211,-122.3244,United States,USA,3789215
Yokohama,Yokohama,35.4333,139.6333,Japan,JPN,3757630
Binzhou,Binzhou,37.3806,118.0125,China,CHN,3748474
Baojishi,Baojishi,34.3609,107.1751,China,CHN,3738700
Zaozhuang,Zaozhuang,34.8667,117.5500,China,CHN,3729140
Neijiang,Neijiang,29.5872,105.0635,China,CHN,3702847
Baicheng,Baicheng,23.9010,106.6194,China,CHN,3669400
Berlin,Berlin,52.5167,13.3833,Germany,DEU,3664088
Anshan,Anshan,41.1066,122.9895,China,CHN,3645884
Lanzhou,Lanzhou,36.0617,103.8318,China,CHN,3616163
Puyang,Puyang,35.7639,115.0300,China,CHN,3598740
San Francisco,San Francisco,37.7562,-122.4430,United States,USA,3592294
Jiaozuo,Jiaozuo,35.2290,113.2304,China,CHN,3590700
Hechi,Hechi,24.6928,108.0850,China,CHN,3545700
Montréal,Montreal,45.5089,-73.5617,Canada,CAN,3519595
Detroit,Detroit,42.3834,-83.1024,United States,USA,3506126
Chengde,Chengde,40.9739,117.9322,China,CHN,3473201
Busan,Busan,35.1000,129.0403,South Korea,KOR,3453198
Hanzhong,Hanzhong,33.0794,107.0260,China,CHN,3416196
Algiers,Algiers,36.7764,3.0586,Algeria,DZA,3415811
Shiyan,Shiyan,32.6351,110.7755,China,CHN,3398000
Siping,Siping,43.1715,124.3644,China,CHN,3385156
Lucknow,Lucknow,26.8470,80.9470,India,IND,3382000
Yulinshi,Yulinshi,38.2655,109.7388,China,CHN,3351436
Changzhi,Changzhi,36.1953,113.0970,China,CHN,3334565
Qinzhou,Qinzhou,21.9500,108.6167,China,CHN,3304400
Bazhou,Bazhou,31.8576,106.7559,China,CHN,3283148
Qincheng,Qincheng,34.5809,105.7311,China,CHN,3262549
Zhongshan,Zhongshan,22.5333,113.3500,China,CHN,3260000
Suining,Suining,30.5098,105.5737,China,CHN,3252619
Leshan,Leshan,29.5854,103.7575,China,CHN,3235759
San Diego,San Diego,32.8312,-117.1225,United States,USA,3220118
Guang’an,Guang'an,30.4673,106.6336,China,CHN,3205476
Faisalabad,Faisalabad,31.4180,73.0790,Pakistan,PAK,3203846
Tongren,Tongren,27.7233,109.1885,China,CHN,3168800
Bengbu,Bengbu,32.9354,117.3531,China,CHN,3164467
Santa Cruz,Santa Cruz,-17.7892,-63.1975,Bolivia,BOL,3151676
Qinhuangdao,Qinhuangdao,39.9398,119.5881,China,CHN,3146300
Tongliao,Tongliao,43.6172,122.2640,China,CHN,3139153
Jinzhou,Jinzhou,41.1144,121.1292,China,CHN,3126463
Zhenjiang,Zhenjiang,32.2109,119.4551,China,CHN,3113384
Ürümqi,Urumqi,43.8225,87.6125,China,CHN,3112559
Heyuan,Heyuan,23.7503,114.6923,China,CHN,3093900
Jaipur,Jaipur,26.9167,75.8667,India,IND,3073350
Xinzhou,Xinzhou,38.4178,112.7233,China,CHN,3067501
Wuzhou,Wuzhou,23.4833,111.3167,China,CHN,3061100
Chaoyang,Chaoyang,41.5757,120.4486,China,CHN,3044641
Addis Ababa,Addis Ababa,9.0272,38.7369,Ethiopia,ETH,3041002
Brasília,Brasilia,-15.7939,-47.8828,Brazil,BRA,3015268
Mashhad,Mashhad,36.3069,59.6042,Iran,IRN,3001184
Shaoguan,Shaoguan,24.8011,113.5927,China,CHN,2997600
Shanwei,Shanwei,22.7664,115.3331,China,CHN,2993600
Kuwait City,Kuwait City,29.3750,47.9800,Kuwait,KWT,2989000
Minneapolis,Minneapolis,44.9635,-93.2678,United States,USA,2977172
Kyiv,Kyiv,50.4500,30.5236,Ukraine,UKR,2963199
Quezon City,Quezon City,14.6333,121.0333,Philippines,PHL,2960048
Sanaa,Sanaa,15.3500,44.2000,Yemen,YEM,2957000
Meishan,Meishan,30.0575,103.8381,China,CHN,2950545
Guatemala City,Guatemala City,14.6099,-90.5252,Guatemala,GTM,2934841
Incheon,Incheon,37.4639,126.6486,South Korea,KOR,2913024
Ningde,Ningde,26.6617,119.5228,China,CHN,2910000
Tampa,Tampa,27.9942,-82.4451,United States,USA,2908063
Daqing,Daqing,46.5979,125.0080,China,CHN,2904532
Putian,Putian,25.4394,119.0103,China,CHN,2900000
Salvador,Salvador,-12.9708,-38.5108,Brazil,BRA,2886698
Surabaya,Surabaya,-7.2458,112.7378,Indonesia,IDN,2885555
Denver,Denver,39.7621,-104.8759,United States,USA,2876625
Bandung,Bandung,-6.9500,107.5667,Indonesia,IDN,2875673
Rome,Rome,41.8931,12.4828,Italy,ITA,2872800
La Paz,La Paz,-16.4942,-68.1475,Bolivia,BOL,2867504
Hohhot,Hohhot,40.8151,111.6629,China,CHN,2866615
Xiangtan,Xiangtan,27.8431,112.9228,China,CHN,2864800
Pyongyang,Pyongyang,39.0300,125.7300,North Korea,PRK,2863000
Weihai,Weihai,37.5000,122.1000,China,CHN,2804771
Taichung,Taichung,24.1500,120.6667,Taiwan,TWN,2803894
Rizhao,Rizhao,35.4164,119.4331,China,CHN,2801013
Mudanjiang,Mudanjiang,44.5861,129.5997,China,CHN,2798723
Kaohsiung,Kaohsiung,22.6167,120.3000,Taiwan,TWN,2773533
Guayaquil,Guayaquil,-2.1900,-79.8875,Ecuador,ECU,2723665
Tieling,Tieling,42.2841,123.8365,China,CHN,2717732
Cawnpore,Cawnpore,26.4725,80.3311,India,IND,2701324
Dingxi,Dingxi,35.5806,104.6263,China,CHN,2698624
Nanping,Nanping,26.6448,118.1728,China,CHN,2690000
Taipei,Taipei,25.0478,121.5319,Taiwan,TWN,2684567
Zigong,Zigong,29.3498,104.7645,China,CHN,2678899
Chaozhou,Chaozhou,23.6700,116.6300,China,CHN,2656600
Baotou,Baotou,40.6562,109.8345,China,CHN,2650364
Longyan,Longyan,25.0881,117.0244,China,CHN,2640000
Ankang,Ankang,32.6877,109.0235,China,CHN,2629906
Baoshan,Baoshan,25.1211,99.1690,China,CHN,2627000
Huludao,Huludao,40.7094,120.8378,China,CHN,2623541
Antananarivo,Antananarivo,-18.9386,47.5214,Madagascar,MDG,2610000
Gulou,Gulou,26.0819,119.2981,China,CHN,2606000
Yanjiang,Yanjiang,30.1256,104.6397,China,CHN,2593843
Santo Domingo,Santo Domingo,18.4764,-69.8933,Dominican Republic,DOM,2581827
Chattogram,Chattogram,22.3350,91.8325,Bangladesh,BGD,2581643
Sanming,Sanming,26.2658,117.6302,China,CHN,2580000
Longba,Longba,33.5350,105.3490,China,CHN,2567718
Brooklyn,Brooklyn,40.6501,-73.9496,United States,USA,2559903
Yangjiang,Yangjiang,21.8556,111.9627,China,CHN,2555600
Jiamusi,Jiamusi,46.8081,130.3653,China,CHN,2552097
Ibadan,Ibadan,7.3964,3.9167,Nigeria,NGA,2550593
Luohe,Luohe,33.5830,114.0109,China,CHN,2544266
Lincang,Lincang,23.8864,100.0871,China,CHN,2536000
Xuanzhou,Xuanzhou,30.9475,118.7518,China,CHN,2532938
Medellín,Medellin,6.2447,-75.5748,Colombia,COL,2529403
Yunfu,Yunfu,22.9242,112.0353,China,CHN,2526900
Dubai,Dubai,25.2697,55.3094,United Arab Emirates,ARE,2502715
Tashkent,Tashkent,41.3000,69.2667,Uzbekistan,UZB,2497900
Mirzāpur,Mirzapur,25.1500,82.5800,India,IND,2496970
Guangyuan,Guangyuan,32.4353,105.8398,China,CHN,2484122
Huangshi,Huangshi,30.2018,115.0326,China,CHN,2471700
Cali,Cali,3.4400,-76.5197,Colombia,COL,2471474
Daegu,Daegu,35.8667,128.6000,South Korea,KOR,2461002
Ouagadougou,Ouagadougou,12.3686,-1.5275,Burkina Faso,BFA,2453496
Fortaleza,Fortaleza,-3.7275,-38.5275,Brazil,BRA,2452185
Douala,Douala,4.0500,9.7000,Cameroon,CMR,2446945
Dandong,Dandong,40.1167,124.3833,China,CHN,2444697
Yaoundé,Yaounde,3.8578,11.5181,Cameroon,CMR,2440462
Yingkou,Yingkou,40.6653,122.2297,China,CHN,2428534
Lianshan,Lianshan,40.7523,120.8280,China,CHN,2426000
Nāgpur,Nagpur,21.1539,79.0831,India,IND,2405665
Jilin,Jilin,43.8519,126.5481,China,CHN,2396000
Omdurman,Omdurman,15.6167,32.4800,Sudan,SDN,2395159
Yuxi,Yuxi,24.3495,102.5432,China,CHN,2386000
Bekasi,Bekasi,-6.2333,107.0000,Indonesia,IDN,2381053
Ghāziābād,Ghaziabad,28.6667,77.4167,India,IND,2375820
Brisbane,Brisbane,-27.4678,153.0281,Australia,AUS,2360241
Anshun,Anshun,26.2456,105.9340,China,CHN,2353100
Shangzhou,Shangzhou,33.8680,109.9244,China,CHN,2341742
Huainan,Huainan,32.4831,117.0164,China,CHN,2333896
Depok,Depok,-6.3940,106.8225,Indonesia,IDN,2330333
Kuaidamao,Kuaidamao,41.7302,125.9471,China,CHN,2324439
Accra,Accra,5.6037,-0.1870,Ghana,GHA,2291352
Fukuoka,Fukuoka,33.6000,130.4167,Japan,JPN,2280000
Jincheng,Jincheng,35.4906,112.8483,China,CHN,2279146
Vancouver,Vancouver,49.2500,-123.1000,Canada,CAN,2264823
Tangerang,Tangerang,-6.1783,106.6319,Indonesia,IDN,2237006
Sanmenxia,Sanmenxia,34.7736,111.1950,China,CHN,2234018
Laibin,Laibin,23.7333,109.2333,China,CHN,2233900
Queens,Queens,40.7498,-73.7976,United States,USA,2230722
Qinbaling,Qinbaling,35.7278,107.6400,China,CHN,2211191
Xining,Xining,36.6239,101.7787,China,CHN,2208708
Ma’anshan,Ma'anshan,31.6858,118.5101,China,CHN,2202899
Yan’an,Yan'an,36.5952,109.4863,China,CHN,2187009
Baku,Baku,40.3667,49.8352,Azerbaijan,AZE,2181800
Gaoping,Gaoping,30.7824,106.1281,China,CHN,2174000
Harare,Harare,-17.8292,31.0522,Zimbabwe,ZWE,2150000
Havana,Havana,23.1367,-82.3589,Cuba,CUB,2141652
Phnom Penh,Phnom Penh,11.5696,104.9210,Cambodia,KHM,2129371
Ningbo,Ningbo,29.8750,121.5492,China,CHN,2125500
Mogadishu,Mogadishu,2.0408,45.3425,Somalia,SOM,2120000
Puning,Puning,23.2993,116.1586,China,CHN,2118200
Huaibei,Huaibei,33.9562,116.7890,China,CHN,2114276
Qingyang,Qingyang,24.8141,118.5792,China,CHN,2111000
Medan,Medan,3.6667,98.6667,Indonesia,IDN,2109330
Riverside,Riverside,33.9381,-117.3948,United States,USA,2107852
Baltimore,Baltimore,39.3051,-76.6144,United States,USA,2106068
Las Vegas,Las Vegas,36.2333,-115.2654,United States,USA,2104198
Haiphong,Haiphong,20.8000,106.6667,Vietnam,VNM,2103500
Chongzuo,Chongzuo,22.4167,107.3667,China,CHN,2099400
Rawalpindi,Rawalpindi,33.6007,73.0679,Pakistan,PAK,2098231
Portland,Portland,45.5372,-122.6500,United States,USA,2074775
Hezhou,Hezhou,24.4164,111.5478,China,CHN,2072600
Kumasi,Kumasi,6.6833,-1.6167,Ghana,GHA,2069350
Pingliang,Pingliang,35.5412,106.6819,China,CHN,2068033
Vadodara,Vadodara,22.3000,73.2000,India,IND,2065771
San Antonio,San Antonio,29.4658,-98.5253,United States,USA,2049293
Perth,Perth,-31.9522,115.8589,Australia,AUS,2039200
Vishākhapatnam,Vishakhapatnam,17.7333,83.3167,India,IND,2035922
Shengli,Shengli,37.4500,118.4667,China,CHN,2035338
Baicheng,Baicheng,45.6148,122.8320,China,CHN,2032356
Gujranwala,Gujranwala,32.1500,74.1833,Pakistan,PAK,2027001
St. Louis,St. Louis,38.6358,-90.2451,United States,USA,2024074
Fushun,Fushun,41.8708,123.8917,China,CHN,2024000
Quito,Quito,-0.2200,-78.5125,Ecuador,ECU,2011388
Minsk,Minsk,53.9022,27.5618,Belarus,BLR,2009786
Bamako,Bamako,12.6458,-7.9922,Mali,MLI,2009109
Indore,Indore,22.7206,75.8472,India,IND,1994397
Yinchuan,Yinchuan,38.4795,106.2254,China,CHN,1993088
Kananga,Kananga,-5.8961,22.4167,Congo (Kinshasa),COD,1971704
Peshawar,Peshawar,34.0000,71.5000,Pakistan,PAK,1970042
Sapporo,Sapporo,43.0621,141.3544,Japan,JPN,1961690
Eşfahān,Esfahan,32.6447,51.6675,Iran,IRN,1961260
Caracas,Caracas,10.5000,-66.9333,Venezuela,VEN,1943901
Pingxiang,Pingxiang,27.6333,113.8500,China,CHN,1933200
Tijuana,Tijuana,32.5250,-117.0333,Mexico,MEX,1922523
Almaty,Almaty,43.2500,76.9000,Kazakhstan,KAZ,1916822
Aleppo,Aleppo,36.2000,37.1500,Syria,SYR,1916781
Vienna,Vienna,48.2083,16.3725,Austria,AUT,1911191
Sacramento,Sacramento,38.5667,-121.4683,United States,USA,1898019
Blantyre,Blantyre,-15.7861,35.0058,Malawi,MWI,1895973
Zhuhai,Zhuhai,22.2769,113.5678,China,CHN,1891100
Thāne,Thane,19.1800,72.9633,India,IND,1886941
Tainan,Tainan,22.9833,120.1833,Taiwan,TWN,1883831
Bucharest,Bucharest,44.4000,26.0833,Romania,ROU,1883425
Curitiba,Curitiba,-25.4297,-49.2719,Brazil,BRA,1879355
Xiping,Xiping,40.0820,113.2981,China,CHN,1873000
Multan,Multan,30.1978,71.4711,Pakistan,PAK,1871843
Jixi,Jixi,45.2937,130.9650,China,CHN,1862165
Saidu Sharif,Saidu Sharif,34.7500,72.3572,Pakistan,PAK,1860310
Liaoyang,Liaoyang,41.2643,123.1772,China,CHN,1858768
Ecatepec,Ecatepec,19.6097,-99.0600,Mexico,MEX,1857188
Hamburg,Hamburg,53.5500,10.0000,Germany,DEU,1852478
Meru,Meru,0.0500,37.6500,Kenya,KEN,1833000
Brazzaville,Brazzaville,-4.2667,15.2833,Congo (Brazzaville),COG,1827000
Orlando,Orlando,28.4772,-81.3369,United States,USA,1822394
Fuxin,Fuxin,42.0127,121.6486,China,CHN,1819339
Wuwei,Wuwei,37.9278,102.6329,China,CHN,1815059
Manaus,Manaus,-3.1000,-60.0167,Brazil,BRA,1802014
Bhopāl,Bhopal,23.2500,77.4167,India,IND,1798218
San Jose,San Jose,37.3019,-121.8486,United States,USA,1798103
Warsaw,Warsaw,52.2300,21.0111,Poland,POL,1790658
Lubumbashi,Lubumbashi,-11.6697,27.4581,Congo (Kinshasa),COD,1786397
Davao,Davao,7.0667,125.6000,Philippines,PHL,1776949
Haikou,Haikou,20.0200,110.3200,China,CHN,1776141
Shuyangzha,Shuyangzha,34.1299,118.7734,China,CHN,1770000
